Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;36;Roar Dyb-Sandnes;Giske;;1961;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;37;Marit  Veddegjerde;Sula;;1953;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;38;Ivar  Østrem;Ålesund;;1951;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;39;Astrid W. Eide Hoem;Kristiansund;;1995;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;40;Sven Ivar Skodjevåg;Skodje;;1968;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;41;Mari Nalbant Karadash;Vestnes;;1965;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;42;Henrik Smenes Hoset;Averøy;;1997;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;43;Eva Hove;Stordal;;1954;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;44;Kevin Solem;Aukra;;1984;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;45;Karoline Antonie Slinning;Sula;;1990;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;46;Rolf Marius Dyrset;Halsa;;1975;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;47;Inger Helen Abelsen;Stranda;;1968;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;48;Erling Thoresen-Vestre;Molde;;1983;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;49;Anne-Lise Mikkelsen Tellnes;Skodje;;1965;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;50;Jarle Ugelstad Klavenes;Eide;;1979;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;51;Anne-Kristin Løes;Tingvoll;;1961;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;52;Martin Løset;Ulstein;;1976;Mann
Fylkestingsvalget 2015;Møre og Romsdal;A;Arbeiderpartiet;53;Per Øvermo;Fræna;;1951;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;1;Yvonne Wold;Rauma;;1977;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;2;Viggo Jordahl;Kristiansund;;1957;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;3;Anders Lindbeck;Ålesund;;1973;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;4;Nada Yousif;Molde;;1982;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;5;Eldar Høidal;Sykkylven;;1956;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;6;Siri Vingsand Natvig;Molde;;1996;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;7;Erling Outzen;Sunndal;;1956;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;8;Åshild Vik;Volda;;1965;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;9;Dagrun Agnes Vikesland;Norddal;;1968;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;10;Manuel  Navarro;Sykkylven;;1956;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;11;Kim Thoresen-Vestre;Molde;;1984;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;12;Anita  Land;Surnadal;;1956;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;13;Line Karlsvik;Kristiansund;;1978;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;14;Bjørn Jacobsen;Molde;;1960;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;15;Morten Feiring;Ulstein;;1958;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;16;Skafti  Helgason;Vestnes;;1961;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;17;Maud Grøtta;Tingvoll;;1961;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;18;Truls Moltubakk;Molde;;1996;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;19;Janne Heggvoll;Volda;;1981;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;20;Marte Skrede Hide;Herøy;;1976;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;21;Tor Larsen;Kristiansund;;1942;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;22;Vidar Halvorsen;Ålesund;;1971;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;23;Wenke Greve;Averøy;;1951;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;24;Frank Schneider Villa;Vestnes;;1967;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;25;Elin  Pedersen;Ulstein;;1966;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;26;Hege Torsmyr;Sunndal;;1971;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;27;Randi Fiksdal;Molde;;1953;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;28;Brit Støve;Volda;;1950;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;29;Olav Sæter;Gjemnes;;1950;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;30;Inga Ishild Hareide;Hareid;;1943;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;31;Arnfinn  Ugelstad;Eide;;1954;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;32;Oddrun Årflot;Volda;;1959;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;33;Per  Andreassen;Ørsta;;1945;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;34;Gudrun Refstrup;Fræna;;1946;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;35;Bente  Nybøen;Skodje;;1954;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;36;Inger Mette Hogstad;Molde;;1956;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;37;Gunnar Strøm;Volda;;1955;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;38;Hilde Mari Linaker;Ålesund;;1960;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;39;Ingeborg Drejer Thomassen;Aukra;;1956;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;40;Karl Erik Ølnes;Volda;;1945;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;41;Eivind Hasle;Surnadal;;1943;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;42;Øyvind Fenne;Fræna;;1951;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;43;Ola Fremo;Molde;;1961;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;44;Rune Kleiven;Ålesund;;1949;Mann
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;45;Laila Skaret;Smøla;;1959;Kvinne
Fylkestingsvalget 2015;Møre og Romsdal;SV;Sosialistisk Venstreparti;46;Ingrid Opedal;Volda;;1954;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;1;Gunn Iversen Stokke;Skaun;;1959;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;2;Liv Darell;Rissa;;1958;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;3;Rune Krogh;Røros;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;4;Rasmus Skålholt;Orkdal;;1968;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;5;Kristine Graneng;Bjugn;;1992;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;6;Gunnar Nestgaard Hynne;Trondheim;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;7;Ellen Aanes Draagen;Hitra;;1965;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;8;Bjørn Hovstad;Midtre Gauldal;;1957;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;9;Laila Selnes Lund;Ørland;;1966;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;10;Vegard Frøseth Fenes;Trondheim;;1996;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;11;Elisabet Selås;Agdenes;;1969;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;12;Jarle Martin Gundersen;Klæbu;;1959;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;13;Heidi Greni;Holtålen;;1962;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;14;Kolbjørn Frøseth;Trondheim;;1964;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;15;Jorid Oliv Jagtøyen;Melhus;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;16;Gudbrand Rognes;Holtålen;;1975;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;17;Oda Marie Sagør Stølen;Hemne;;1992;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;18;Lars Morten Rosmo;Skaun;;1960;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;19;Astrid Vik Bjørkøy;Trondheim;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;20;Per Røsseth;Selbu;;1956;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;21;Tone Bårdli;Åfjord;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;22;Arne Mærk Ersvik;Meldal;;1981;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;23;Jorunn Randi Skarsvåg;Frøya;;1942;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;24;Jon P. Husby;Skaun;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;25;Signe Lillian Fagerdal Nordmeland;Osen;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;26;Jan Helge Grydeland;Roan;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;27;Bjørg Marit Sæteren;Oppdal;;1959;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;28;Ingrid Johanne Haarstad;Tydal;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;29;Rita Blokkum;Melhus;;1963;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;30;Knut Ingolf Dragset;Rennebu;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;31;Mari Storm Myrmæl;Meldal;;1996;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;32;Anders Johan Krokstad;Snillfjord;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;33;Anne Marit Presthus Okstad;Trondheim;;1955;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;34;Jon Husdal;Åfjord;;1960;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;35;Laila Iren Veie;Bjugn;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;36;Ole Herman Sveian;Malvik;;1974;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;37;Signy Thorsvoll;Røros;;1965;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;38;Steinar Fløttum;Midtre Gauldal;;1986;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;39;Johanne Storler;Trondheim;;1963;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;40;Oddbjørn Bang;Orkdal;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;41;Live Moen Forodden;Trondheim;;1983;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;42;Tor Martin Sunde;Rissa;;1946;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;43;Åse Torevik;Hemne;;1954;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;44;Ola Husa Risan;Oppdal;;1994;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;45;Anna Ceselie Brustad Moe;Trondheim;;1975;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;46;Lars Borten;Melhus;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;47;Ingeborg Sandvik;Selbu;;1987;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;48;Lise Røvik;Snillfjord;;1995;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SP;Senterpartiet;49;Ole Graneng;Bjugn;;1963;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;1;Harald Arvid Andresen;Rissa;;1945;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;2;Manfred Kumschlies;Trondheim;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;3;John B. Sagen;Trondheim;;1930;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;4;Edmund Lundring;Rissa;;1978;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;5;Amina Løeng;Rissa;;1979;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;6;Siv-Anita Fævelen;Trondheim;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;7;Aydin Yayan;Trondheim;;1979;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;8;Øyvind Mathisen Aarø;Trondheim;;1972;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;9;Odd Jessen;Trondheim;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;10;Roger Margido Gilstad;Trondheim;;1966;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;11;Åshild Moe;Meldal;;1959;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;12;Thor Walter Bangsund;Trondheim;;1944;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;13;Cicilie Blomsø Krobak;Holtålen;;1972;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;14;Helle Norboe;Trondheim;;1980;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;15;Roar Meland;Trondheim;;1970;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;16;Geir Raymond Johansen;Trondheim;;1964;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;DEMN;Demokratene i Norge;17;Camilla Therese Høgstøyl;Trondheim;;1989;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;1;Øyvind Eikrem;Trondheim;;1973;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;2;Gorm Hanssen;Trondheim;;1981;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;3;Jørgen Antonisen Sognnes;Trondheim;;1976;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;4;Davor Poljcic;Trondheim;;1990;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;5;Pål Ditlefsen Ekran;Trondheim;;1970;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;6;Roger Kamben;Trondheim;;1973;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;7;Marton Teilgård;Trondheim;;1986;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;8;Audun Bilsbak;Trondheim;;1987;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PIR;Piratpartiet;9;Tor Guttorm Syvertsen;Trondheim;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;1;Ivar Dahle;Melhus;;1948;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;2;Trond Skogaker;Trondheim;;1962;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;3;Reidun Løvdal;Trondheim;;1954;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;4;Steinar Aspli;Orkdal;;1966;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;5;Johanne Stene Løvseth;Meldal;;1940;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;6;Olav  Svenning;Skaun;;1950;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRISTNE;Partiet De Kristne;7;Egil Kristian Graneggen;Trondheim;;1965;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;1;Lill Harriet Sandaune;Malvik;;1973;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;2;Anita Gilde;Skaun;;1976;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;3;Gunnar Singsaas;Åfjord;;1977;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;4;Mats Ulseth Ramo;Trondheim;;1990;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;5;Ruth Laila Berge;Melhus;;1965;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;6;Olaf  Reppe;Frøya;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;7;Ole  Horgøien;Klæbu;;1947;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;8;Sigmund Ofstad;Trondheim;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;9;Tormod Overland;Rissa;;1971;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;10;Maria Alseth;Trondheim;;1995;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;11;Frøy Torun Kvernrød;Klæbu;;1980;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;12;Helge  Ringli;Meldal;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;13;Grethe Enlid;Trondheim;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;14;Tom Johansen;Røros;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;15;Liv Helen Strand;Bjugn;;1973;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;16;Terje Lillemo;Klæbu;;1968;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;17;Marthe  Småvik;Rissa;;1982;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;18;John Gisnås;Oppdal;;1950;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;19;Ann Inger Stølhaug;Orkdal;;1962;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;20;Stig Tørset;Hemne;;1956;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;21;Mirjam Hagen;Trondheim;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;22;Roald Evjen;Melhus;;1983;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;23;Bjørg Reitan Bjørgvik;Hitra;;1950;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;24;Roy Michelsen;Skaun;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;25;Gina  Baumeyer;Meldal;;1986;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;26;Trond Magnus Brekstad;Ørland;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;27;Tore Slørdahl;Orkdal;;1968;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;28;Bjørn  Eidsvoll;Hemne;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;29;Jorunn Kofoed;Trondheim;;1938;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;FRP;Fremskrittspartiet;30;Roy  Angelvik;Hitra;;1975;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;1;Elisabeth Paulsen;Trondheim;;1944;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;2;Tove Eivindsen;Trondheim;;1977;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;3;Hans Bøe;Oppdal;;1956;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;4;Jens Erik Widén;Malvik;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;5;Hanne Mehli;Orkdal;;1970;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;6;Arvid  Hammernes;Frøya;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;7;Hans Henrik Horneman;Rissa;;1963;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;8;Bård-Idar Kvam;Trondheim;;1975;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;9;Barbro Brønner Eikset;Bjugn;;1973;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;10;Hanne Kvernmo Rye;Orkdal;;1987;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;11;Audun Norbotten Liland;Hitra;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;12;Bente Kjøsnes;Trondheim;;1952;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;13;Vidar  Oskarson;Frøya;;1963;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;14;Marthe Strickert;Trondheim;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;15;Trond Åm;Trondhiem;;1976;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;16;Unni Garnes;Røros;;1963;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;17;Geir Liang;Klæbu;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;18;Marit Foss Sundseth;Meldal;;1961;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;19;Vidar Wahlberg;Trondheim;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;20;Frode Myhre;Trondheim;;1988;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;21;Hanne Skjæggestad;Roan;;1970;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;22;John Lidvar Paulsby;Tydal;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;23;Jan Frode Hatlen;Melhus;;1977;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;24;Reidar Gullesen;Rissa;;1945;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;25;Hanne Moe Reitan;Trondheim;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;26;Johan G. Foss;Frøya;;1947;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;27;Kerstin Leistad;Malvik;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;28;Magne Mæhre;Trondheim;;1968;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;29;Leif Erik Solstad;Skaun;;1971;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;30;Sissel Arctander;Trondheim;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;31;Even Hånes Langen;Trondheim;;1991;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;32;Mikal  Tyskø;Ørland;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;33;Gerd-Mette Vatne Drabløs;Oppdal;;1972;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;34;Erling Moe;Trondheim;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;35;Karin Marie Sættem;Hemne;;1959;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;36;Jon Gunnes;Trondheim;;1956;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;37;Martha Hagerup Nilson;Trondheim;;1977;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;38;Helge Årbogen;Åfjord;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;39;Snorre Vikdal;Trondheim;;1971;Mann
