Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;40;Torbjørg  Stølen;Trondheim;;1942;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;41;Jon Kristian Haukdal;Midtre Gauldal;;1985;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;42;Lucie Katrine Sunde-Eidem;Trondheim;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;43;Jørn Nordmeland;Osen;;1977;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;44;Håvard Rogogjerd;Rennebu;;1972;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;45;Astrid Seim Ekeland;Trondheim;;1942;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;46;Reidar Mylius;Holtålen;;1939;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;47;Marie Widerøe;Trondheim;;1941;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;48;Mikal Kulset;Selbu;;1947;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;V;Venstre;49;Arne Grønset;Orkdal;;1941;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;1;Karin B. Bjørkhaug;Meldal;;1964;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;2;Trygve  J. Gjermstad;Trondheim;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;3;Marius Andresen;Trondheim;;1990;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;4;Heidi Pawlik Carlson;Oppdal;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;5;Astrid Sofie Dalhaug;Malvik;;1973;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;6;Signhild Storlien Lund;Ørland;;1947;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;7;Jan Petter Opedal;Melhus;;1961;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;8;Espen Agøy Hegge;Trondheim;;1985;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;9;Siv Mari Forsmark;Trondheim;;1972;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;10;Håkon Kjøde Rødal;Trondheim;;1991;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;11;Anna Lina M. Holm;Melhus;;1977;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;12;Ivar Konrad Gangås;Orkdal;;1946;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;13;Ruth Kvam Grøtte;Rennebu;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;14;Odd Arne Sakseid;Rissa;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;15;Ingrid Aukan;Oppdal;;1987;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;16;Jarle Johannes Håbrekke;Bjugn;;1943;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;17;Nils Johannes Vang;Hitra;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;18;Solveig  Kopperstad Bratseth;Trondheim;;1958;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;19;Magnar Kosberg;MIdtre Gauldal;;1962;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;20;Fiffi Ndirira Mukwege Namugunga;Trondheim;;1969;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;21;Alf Morten Olsen;Oppdal;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;22;Sofie Helene Heggheim;Klæbu;;1945;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;23;Walther Jarwson;Trondheim;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;24;Astri Marie Wessel;Hemne;;1947;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;25;Øystein Digre;Midtre Gauldal;;1973;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;26;Hanne Hugdal de   Angel;Trondheim;;1994;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;27;Reidar Hovtun;Skaun;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;28;Berit Johanne Kapelrud;Trondheim;;1947;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;29;Olav Vestbøstad;Trondheim;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;30;Bente Bostad;Orkdal;;1961;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;31;Geirmund Lykke;Trondheim;;1957;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;32;Anne Kristine Bolme Selnes;Snillfjord;;1949;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;33;Johan Livard Mosdal;Agdenes;;1947;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;34;Anbjørg  Bremnes;Roan;;1945;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;35;Brynjar Træthaug;Midtre Gauldal;;1941;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;36;Elisabet Koren;Trondheim;;1987;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;37;Boneza Rumvegeri;Trondheim;;1948;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;38;Jorun Børset Foss;Frøya;;1950;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;39;Narve Jostein Langmo;Rissa;;1971;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;40;Solveig  Krokli Lernæs;Hemne;;1944;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;41;Arne Lyngstad;Trondheim;;1962;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;42;Kitt Larsen;Trondheim;;1943;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;43;Gudbjørn Singstad;Hemne;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;44;Kari Elisabeth Tronvoll;Orkdal;;1961;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;45;Magnus Norum Skoglund;Trondheim;;1977;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;46;Karina Bjerkestrand;Skaun;;1972;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;47;Arve Hepsø;Malvik;;1953;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;KRF;Kristelig Folkeparti;48;Tora Marie Husan;Rennebu;;1943;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;1;Jan  Bojer (Vindheim);Trondheim;;1945;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;2;Margarita Pareja Chaccara;Skaun;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;3;Tore Dyrendahl;Rissa;;1990;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;4;Liv Ellen Vold;Orkdal;;1957;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;5;Magne Njåstad;Trondheim;;1962;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;6;Mette Bjørnsdatter Hafskjold;Trondheim;;1985;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;7;Geir Arne Kjønstad;Trondheim;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;8;Kjersti Lindal;Hitra;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;9;Sigurd Sætherø Steen;Trondheim;;1992;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;10;Mari Rui Nygard;Oppdal;;1984;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;11;Tor Meland Kallset;Trondheim;;1967;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;12;Grethe  Cassandra Nordheim;Frøya;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;13;Lars Magnus Krogh Utne;Trondheim;;1988;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;14;Lise Hegvik Hansen;Ørland;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;15;Ask Ibsen Lindal;Hitra;;1994;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;16;Hanne Kjersti Feragen;Røros;;1965;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;17;Jarle Hindbjørg;Midtre Gauldal;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;18;Renate Lyse Halseth;Hemne;;1975;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;19;Vegard Heide;Rissa;;1960;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;20;Nina Sagedal Bie;Trondheim;;1990;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;21;Eystein Røset;Selbu;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;22;Nina Marie Harm;Meldal;;1968;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;23;Frank Schmiemann;Malvik;;1965;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;24;Elisa Terese Monsø;Hitra;;1982;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;25;Steinar Sivertsen;Frøya;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;26;Mari Vold;Orkdal;;1991;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;27;Jørgen Ranum Krokstad;Klæbu;;1959;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;28;Miriam Aclima Baglund;Hitra;;1989;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;29;Lars Kristian Selbekk;Trondheim;;1988;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;30;Gjertrud Berg;Orkdal;;1970;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;31;Turid Nordbø;Rennebu;;1988;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;32;Livar Magne Ramvik;Snillfjord;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;33;Ingerlise Prytz;Melhus;;1964;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;34;Emad Ramazan Silivani;Trondheim;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;35;Berit Nygaard;Skaun;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;36;Torstein Bolstad;Trondheim;;1988;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;37;Mona Størdal;Agdenes;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;38;Roman Dembski Lund;Hitra;;1962;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;39;Heidi Steine;Malvik;;1956;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;40;Arne Waldemar Olsen;Trondheim;;1940;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;41;Kathrine Rein;Malvik;;1980;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;42;Elias Vevang-Fætten;Trondheim;;1980;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;43;Martha Kristine Andersen;Trondheim;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;MDG;Miljøpartiet De Grønne;44;Tove Strømman;Trondheim;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;1;Rakel T. Skårslette Trondal;Malvik;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;2;Knut Fagerbakke;Trondheim;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;3;Astrid T. Kjelsnes;Trondheim;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;4;Anne Sørtømme;Melhus;;1983;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;5;Simen André Knutssøn;Trondheim;;1993;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;6;Arne Morten Lundhaug Johnsen;Skaun;;1970;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;7;Stine Alsvik;Trondheim;;1991;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;8;Bjørn  Salvesen;Røros;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;9;Kari Dahn;Trondheim;;1988;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;10;Åshild Tungen;Trondheim;;1987;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;11;Gro Mari Hanem Høiby;Selbu;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;12;Arild Øyan;Malvik;;1964;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;13;Hilde Jørgensen;Hitra;;1964;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;14;Andreas Noteng;Melhus;;1983;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;15;Vilde  Røstad;Trondheim;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;16;Per Brovold;Rissa;;1946;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;17;Nisrin El Morabit;Trondheim;;1992;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;18;Dagfinn Aune;Ørland;;1946;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;19;Lene Noteng;Melhus;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;20;Michal Jan Warecki;Ørland;;1996;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;21;Madeleine Mittet;Trondheim;;1992;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;22;Julian Kristiansen;Klæbu;;1994;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;23;Kristin Fredheim;Røros;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;24;Geir  Mosand;Hitra;;1963;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;25;Ingrid Marie Sylte Isachsen;Trondheim;;1997;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;26;Daniel Johansen;Trondheim;;1982;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;27;Kirsten Olava Hofstad;Tydal;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;28;Bård Annar Olden;Bjugn;;1960;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;29;Silje Naper Salomonsen;Trondheim;;1981;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;30;Knut Dreiås;Åfjord;;1951;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;31;Gro Grøtte;Oppdal;;1945;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;32;Torfinn Rohde;Røros;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;33;Borgny  Einskar Granbo;Osen;;1946;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;34;Arnfinn Amundal;Melhus;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;35;Lisa Kristiansen;Malvik;;1988;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;36;Kjell Rønningsbakk;Orkdal;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;37;Elin Kvikshaug Berntsen;Trondheim;;1974;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;38;Ola Huke;Melhus;;1943;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;39;Lina  Homme;Røros;;1939;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;40;Randi Reese;Trondheim;;1948;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;41;Aud Herbjørg Kvalvik;Melhus;;1956;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;42;Jon Bakken;Selbu;;1943;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;43;Ingvald  Solbakken;Malvik;;1945;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;44;Espen Andresen;Malvik;;1966;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;45;Anne Kirkeby;Rissa;;1959;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;SV;Sosialistisk Venstreparti;46;Anne Lise Fagerheim;Malvik;;1952;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;1;Torhild Aarbergsbotten;Ørland;;1969;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;2;Henrik Gottfries Kierulf;Trondheim;;1981;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;3;Guro Angell Gimse;Melhus;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;4;Jan Grønningen;Agdenes;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;5;Anne Kathrine Slungård;Trondheim;;1964;
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;6;Rune Schei;Rissa;;1971;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;7;Siri Holm Lønseth;Trondheim;;1986;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;8;Vegard Elde Vefring;Trondheim;;1991;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;9;Ingvill Dalseg;Oppdal;;1975;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;10;Ole Arvid Brønmo;Trondheim;;1941;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;11;Dag Willmann;Hitra;;1965;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;12;Maja Berg;Malvik;;1988;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;13;Ole Jørgen Kjellmark;Røros;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;14;Oliver Monge Wahlquist;Trondeim;;1995;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;15;Tone Dorthe Sletten;Trondheim;;1965;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;16;Bjørn Egil Enge;Midtre Gauldal;;1952;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;17;Helen Hol;Skaun;;1978;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;18;Odd Skavern;Trondheim;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;19;Lillian Hofnes Waaden;Klæbu;;1972;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;20;Grunde Birkeland Rian;Trondheim;;1974;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;21;Erik Snekvik;Hemne;;1965;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;22;Kristen Halvdan Mo;Trondheim;;1942;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;23;Thomas Sakshaug;Trondheim;;1981;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;24;Håkan Berdahl;Åfjord;;1954;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;25;Lilly Josefine Gården;Frøya;;1945;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;26;Tore Knut Meland;Hitra;;1942;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;27;Nina Westad;Trondheim;;1967;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;28;Morten Brataas;Orkdal;;1957;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;29;Sindre Nilsskog;Trondheim;;1991;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;30;Arna Othilde Folden;Trondheim;;1942;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;31;Eli Dahle;Oppdal;;1942;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;32;Rolf Harald Røkke;Trondheim;;1942;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;33;Silje Sophie Bekkos Dahl;Røros;;1996;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;34;Roar Juul;Trondheim;;1957;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;35;Inga Marit Grimstad;Trondheim;;1962;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;36;Jan Olav Straume;Trondheim;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;37;Espen Håvard Hauan;Frøya;;1980;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;38;Tomas Rønsberg;Selbu;;1949;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;39;Else Marie Østlund;Trondheim;;1946;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;40;Tore Melhuus;Bjugn;;1947;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;41;Albert Ludvig Larsen;Roan;;1950;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;42;Erling Magne Foss;Malvik;;1955;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;43;Morten Helgesen Busch;Trondheim;;1974;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;44;Anne Margrethe Bjørnerud;Bjugn;;1953;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;45;Per Edwin Karlsen;Rissa;;1944;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;46;Frank Josef Jenssen;Trondheim;;1969;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;47;Linda Cathrine Hofstad Helleland;Klæbu;;1977;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;48;Eva Lundemo;Malvik;;1971;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;H;Høyre;49;Yngve Brox;Trondheim;;1970;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;1;Torstein Larsen;Orkdal;;1944;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;2;Aase Karin Flataunet;Rissa;;1944;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;3;Per Johannes Ervik;Hitra;;1942;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;4;Ruth Hoel;Malvik;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;5;Svein Otto Nilsen;Trondheim;;1956;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;6;Mona Foss;Rissa;;1960;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;7;Harald Fagervold;Rissa;;1944;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;8;Lillian D. Bromseth;Trondheim;;1939;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;9;Morten Kokaas;Trondheim;;1958;Mann
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;10;Inger Marie Sundgård;Hitra;;1943;Kvinne
Fylkestingsvalget 2015;Sør-Trøndelag;PP;Pensjonistpartiet;11;Per Gunnar Ekvold;Trondheim;;1936;Mann
